customer_id,first_name,last_name,date_of_birth,ssn_last4,email,phone_number,mailing_city,mailing_state,mailing_zip,customer_segment,employment_status,source_updated_at,source_system,change_reason
CUST-101044,Alexis,Parks,1991-06-04,4934,alexis.parks125@hotmail.com,539-128-7884,Larashire,OR,56283,Affluent,Employed,2025-01-01,CRM,INITIAL_LOAD
CUST-101045,Vanessa,Rose,1992-08-17,0782,vanessa.rose245@hotmail.com,904-579-2714,Beckerview,MS,30981,Affluent,Unemployed,2025-01-01,CRM,INITIAL_LOAD
CUST-101046,Benjamin,Davis,1989-11-14,6878,benjamin.davis655@hotmail.com,864-242-3839,Martinbury,IA,74951,Mass,Employed,2025-01-01,CRM,INITIAL_LOAD
CUST-101047,Laura,Hernandez,1954-02-18,7489,laura.hernandez65@hotmail.com,870-629-3288,Lake Belindaborough,GA,19598,Mass,Self-Employed,2025-01-01,CRM,INITIAL_LOAD
CUST-101048,David,Velasquez,1948-06-16,1816,david.velasquez857@gmail.com,200-186-7661,North Williamside,PW,89202,Mass,Employed,2025-01-01,CRM,INITIAL_LOAD
CUST-101049,Timothy,Hughes,1948-03-30,8189,timothy.hughes612@gmail.com,435-614-0384,Debraland,OR,67391,Affluent,Employed,2025-01-01,CRM,INITIAL_LOAD
CUST-101050,Kari,Hartman,1963-08-16,8782,kari.hartman17@hotmail.com,235-469-5100,Lake Kendra,AK,60406,Affluent,Employed,2025-01-01,CRM,INITIAL_LOAD
CUST-101051,Mary,Powell,1958-03-04,8443,mary.powell589@yahoo.com,459-671-5006,Comptonfurt,NE,35716,Mass,Employed,2025-01-01,CRM,INITIAL_LOAD
CUST-101052,Christopher,Smith,1985-02-20,3963,christopher.smith736@yahoo.com,411-340-7851,Mendezshire,KY,81583,Affluent,Employed,2025-01-01,CRM,INITIAL_LOAD
CUST-101053,Terrance,Mills,1948-06-19,2352,terrance.mills299@hotmail.com,366-834-8268,Mooremouth,WY,02522,Affluent,Retired,2025-01-01,CRM,INITIAL_LOAD
CUST-101054,Allison,Fernandez,1979-12-17,7032,allison.fernandez2@hotmail.com,917-879-1505,Whitemouth,PR,10663,Mass,Unemployed,2025-01-01,CRM,INITIAL_LOAD
CUST-101055,Ashley,Mosley,1948-12-13,5780,ashley.mosley247@hotmail.com,320-126-5789,South Alexis,CO,73022,Mass,Employed,2025-01-01,CRM,INITIAL_LOAD
CUST-101056,Melissa,Juarez,2004-06-16,9349,melissa.juarez427@hotmail.com,521-755-8517,Bryantland,TN,98536,Mass,Retired,2025-01-01,CRM,INITIAL_LOAD
CUST-101057,Devin,Phillips,1982-07-08,3068,devin.phillips681@gmail.com,188-241-9962,Adamsburgh,FL,79558,Mass,Employed,2025-01-01,CRM,INITIAL_LOAD
CUST-101058,Sherry,Cook,1981-09-05,1402,sherry.cook537@yahoo.com,045-421-8545,Basston,MD,57532,Mass,Employed,2025-01-01,CRM,INITIAL_LOAD
CUST-101059,Kimberly,Martinez,1996-08-07,5908,kimberly.martinez70@gmail.com,257-090-0163,Robertton,NH,23003,Mass,Retired,2025-01-01,CRM,INITIAL_LOAD
CUST-101060,Jason,Taylor,1996-10-03,8618,jason.taylor558@yahoo.com,282-895-4001,Meyerhaven,HI,21592,Affluent,Employed,2025-01-01,CRM,INITIAL_LOAD
CUST-101061,Haley,Love,1961-07-15,8312,haley.love806@gmail.com,616-850-7105,North Darrenstad,AL,80509,Private Bank,Employed,2025-01-01,CRM,INITIAL_LOAD
CUST-101062,Gregory,Marshall,1994-06-01,8316,gregory.marshall568@hotmail.com,152-610-5370,East Bradley,NH,09791,Private Bank,Employed,2025-01-01,CRM,INITIAL_LOAD
CUST-101063,Lisa,Wheeler,1987-01-24,0333,lisa.wheeler400@gmail.com,741-894-8543,Port Ashley,NH,54660,Mass,Employed,2025-01-01,CRM,INITIAL_LOAD
CUST-101064,Brittany,Berry,1997-10-11,7702,brittany.berry45@yahoo.com,529-447-1619,South James,ME,71072,Affluent,Employed,2025-01-01,CRM,INITIAL_LOAD
CUST-101065,Christopher,Winters,1989-08-31,6338,christopher.winters383@gmail.com,045-025-8963,North Taylor,LA,28463,Mass,Employed,2025-01-01,CRM,INITIAL_LOAD
CUST-101066,Tara,Bowers,1989-11-03,4155,tara.bowers766@yahoo.com,483-526-8064,Williamschester,NV,25897,Mass,Employed,2025-01-01,CRM,INITIAL_LOAD
CUST-101067,Brianna,Robinson,1989-03-23,0266,brianna.robinson366@yahoo.com,488-384-2536,Richardberg,ND,06718,Mass,Retired,2025-01-01,CRM,INITIAL_LOAD
CUST-101068,Mark,Brown,1994-12-10,1106,mark.brown354@yahoo.com,065-795-5156,East Anne,VA,01776,Mass,Self-Employed,2025-01-01,CRM,INITIAL_LOAD
CUST-101069,Brooke,Fernandez,1966-12-05,3950,brooke.fernandez751@yahoo.com,107-409-1311,South Kimberlyfurt,CT,79278,Mass,Self-Employed,2025-01-01,CRM,INITIAL_LOAD
CUST-101070,Valerie,Smith,1966-08-25,1698,valerie.smith791@yahoo.com,760-220-6953,Lisaview,UT,11400,Affluent,Employed,2025-01-01,CRM,INITIAL_LOAD
CUST-101071,Felicia,Bolton,1999-05-22,9533,felicia.bolton753@hotmail.com,227-595-0026,North Luismouth,IL,94803,Mass,Employed,2025-01-01,CRM,INITIAL_LOAD
CUST-101072,Sarah,Knox,1967-09-21,5447,sarah.knox137@hotmail.com,947-950-7407,Port Scottborough,PR,17427,Mass,Self-Employed,2025-01-01,CRM,INITIAL_LOAD
CUST-101073,Steven,Pierce,2001-07-30,0726,steven.pierce361@hotmail.com,950-310-0649,West Kendra,AL,27143,Mass,Employed,2025-01-01,CRM,INITIAL_LOAD
CUST-101074,Hannah,Riley,1947-10-08,8945,hannah.riley347@yahoo.com,203-608-9411,Courtneyville,IN,86214,Mass,Self-Employed,2025-01-01,CRM,INITIAL_LOAD
CUST-101075,Matthew,Gilbert,1999-04-30,2868,matthew.gilbert851@hotmail.com,553-595-2056,North Brianfort,OK,76209,Mass,Employed,2025-01-01,CRM,INITIAL_LOAD
CUST-101076,Alexander,Smith,1980-09-21,7612,alexander.smith713@hotmail.com,018-677-4037,Heatherberg,VT,29049,Mass,Self-Employed,2025-01-01,CRM,INITIAL_LOAD
CUST-101077,Eileen,Hudson,1964-05-09,7840,eileen.hudson647@hotmail.com,530-067-7625,Alanburgh,SC,46106,Mass,Employed,2025-01-01,CRM,INITIAL_LOAD
CUST-101078,Maria,Jones,1959-12-03,2986,maria.jones831@yahoo.com,542-624-1784,New Bruce,HI,87204,Mass,Employed,2025-01-01,CRM,INITIAL_LOAD
CUST-101079,Stacey,Park,1956-04-06,2209,stacey.park65@gmail.com,451-100-9060,Johnside,OH,54765,Mass,Self-Employed,2025-01-01,CRM,INITIAL_LOAD
CUST-101080,William,Sanchez,1956-05-18,7498,william.sanchez38@gmail.com,166-732-9045,Cookshire,OH,71677,Mass,Employed,2025-01-01,CRM,INITIAL_LOAD
CUST-101081,Shannon,Vincent,1997-07-08,4807,shannon.vincent207@gmail.com,299-642-6033,Lambertburgh,AS,01611,Mass,Self-Employed,2025-01-01,CRM,INITIAL_LOAD
CUST-101082,Nicole,Thomas,1969-01-21,0717,nicole.thomas811@hotmail.com,214-770-9207,North Laurieburgh,IN,94046,Mass,Unemployed,2025-01-01,CRM,INITIAL_LOAD
CUST-101083,Karen,Smith,1958-07-23,3268,karen.smith908@hotmail.com,219-215-8189,Sharpstad,OK,12882,Mass,Employed,2025-01-01,CRM,INITIAL_LOAD
CUST-101084,Ryan,Mejia,1976-10-10,0686,ryan.mejia324@gmail.com,855-881-9597,Jacksonville,MS,73378,Mass,Employed,2025-01-01,CRM,INITIAL_LOAD
CUST-101085,Zachary,Fletcher,1991-02-13,5080,zachary.fletcher528@yahoo.com,378-931-8692,Nolanhaven,KY,43977,Mass,Employed,2025-01-01,CRM,INITIAL_LOAD
CUST-101086,Suzanne,Collins,1950-09-10,6524,suzanne.collins835@gmail.com,822-720-0283,Amandabury,DC,87334,Mass,Self-Employed,2025-01-01,CRM,INITIAL_LOAD
CUST-101087,Sonia,Brown,1952-09-26,8897,sonia.brown485@yahoo.com,743-281-1659,Lake Alejandro,DC,96933,Mass,Self-Employed,2025-01-01,CRM,INITIAL_LOAD
CUST-101088,Courtney,Smith,1949-09-09,4150,courtney.smith38@gmail.com,042-322-7752,East Nathanborough,AZ,17624,Mass,Employed,2025-01-01,CRM,INITIAL_LOAD
CUST-101089,Wesley,Butler,1999-01-02,3131,wesley.butler293@yahoo.com,463-005-9377,Kellyshire,CT,80599,Mass,Employed,2025-01-01,CRM,INITIAL_LOAD
CUST-101090,Amanda,Anderson,1951-09-18,5848,amanda.anderson883@gmail.com,291-617-4690,New Kaitlyn,NC,29096,Mass,Employed,2025-01-01,CRM,INITIAL_LOAD
CUST-101091,David,Glover,1962-11-20,0783,david.glover887@hotmail.com,841-966-2291,North Robert,AL,66179,Mass,Employed,2025-01-01,CRM,INITIAL_LOAD
CUST-101092,Brian,Sullivan,1998-11-30,5438,brian.sullivan280@yahoo.com,670-636-2198,Coxton,ME,76681,Mass,Retired,2025-01-01,CRM,INITIAL_LOAD
CUST-101093,Justin,Hines,1962-05-15,2039,justin.hines819@hotmail.com,076-634-9339,Cooperport,SD,79736,Affluent,Self-Employed,2025-01-01,CRM,INITIAL_LOAD
CUST-101094,Nicholas,Chavez,1955-02-07,6029,nicholas.chavez448@gmail.com,626-114-2436,Port Joanne,SD,73220,Affluent,Employed,2025-01-01,CRM,INITIAL_LOAD
CUST-101095,Heather,Adams,1956-05-15,6553,heather.adams762@hotmail.com,880-879-9196,Lake John,ME,93721,Mass,Retired,2025-01-01,CRM,INITIAL_LOAD
CUST-101096,Christopher,Burke,1987-03-11,7204,christopher.burke917@yahoo.com,338-532-4725,West Amandabury,IA,34676,Mass,Employed,2025-01-01,CRM,INITIAL_LOAD
CUST-101097,Stacy,Avery,1949-08-10,6334,stacy.avery348@hotmail.com,311-587-6054,Michellefurt,PW,90918,Mass,Employed,2025-01-01,CRM,INITIAL_LOAD
CUST-101098,Anne,Adams,1966-10-13,3060,anne.adams509@yahoo.com,694-535-3659,Ritterview,MO,51181,Mass,Retired,2025-01-01,CRM,INITIAL_LOAD
CUST-101099,Sarah,Wheeler,1976-10-03,8151,sarah.wheeler377@gmail.com,634-212-5450,New Martinport,NY,11974,Mass,Employed,2025-01-01,CRM,INITIAL_LOAD
CUST-101100,Lisa,Lopez,1970-09-28,8507,lisa.lopez274@gmail.com,559-664-7213,South Mollyview,DC,31905,Private Bank,Employed,2025-01-01,CRM,INITIAL_LOAD
CUST-101101,Micheal,Love,2004-11-09,1353,micheal.love745@yahoo.com,261-404-8933,South Lisa,ME,42016,Mass,Employed,2025-01-01,CRM,INITIAL_LOAD
CUST-101102,Olivia,Lewis,1994-07-21,6955,olivia.lewis81@yahoo.com,963-731-0081,Bentleystad,PW,22391,Affluent,Retired,2025-01-01,CRM,INITIAL_LOAD
CUST-101103,Douglas,Martinez,1968-12-16,7055,douglas.martinez617@hotmail.com,718-452-3542,Smallhaven,AS,60879,Mass,Self-Employed,2025-01-01,CRM,INITIAL_LOAD
CUST-101104,Jordan,Richard,1985-04-28,2956,jordan.richard559@hotmail.com,701-732-0865,East Rebecca,NH,59872,Mass,Retired,2025-01-01,CRM,INITIAL_LOAD
CUST-101105,David,Jordan,1987-02-24,4813,david.jordan329@yahoo.com,337-014-0052,Randolphland,AK,48668,Affluent,Self-Employed,2025-01-01,CRM,INITIAL_LOAD
CUST-101106,Mark,Stone,2004-09-02,1680,mark.stone82@gmail.com,027-221-4257,North Ronald,PA,39969,Mass,Unemployed,2025-01-01,CRM,INITIAL_LOAD
CUST-101107,Jeremy,Berry,1993-07-08,5372,jeremy.berry677@gmail.com,681-720-3136,Michaelberg,NC,51719,Affluent,Employed,2025-01-01,CRM,INITIAL_LOAD
CUST-101108,Gregory,Le,1982-06-13,4843,gregory.le314@gmail.com,973-525-9533,East Edward,UT,58525,Affluent,Employed,2025-01-01,CRM,INITIAL_LOAD
CUST-101109,Jeremy,Gilbert,1999-06-05,7305,jeremy.gilbert618@hotmail.com,920-457-3532,South Ronald,NY,46377,Affluent,Employed,2025-01-01,CRM,INITIAL_LOAD
CUST-101110,Teresa,Harrison,1952-11-28,6981,teresa.harrison171@gmail.com,870-826-9718,Port Melissa,MS,05557,Mass,Employed,2025-01-01,CRM,INITIAL_LOAD
CUST-101111,Corey,Henry,1956-08-22,7272,corey.henry360@gmail.com,583-882-1764,Kimberlyfort,ID,43009,Mass,Employed,2025-01-01,CRM,INITIAL_LOAD
CUST-101112,Scott,Baker,1956-01-05,7325,scott.baker44@gmail.com,222-801-9442,Annshire,FL,94526,Mass,Employed,2025-01-01,CRM,INITIAL_LOAD
CUST-101113,Lisa,Ewing,1984-03-18,5776,lisa.ewing630@gmail.com,256-062-9535,South Johnfort,VI,32566,Mass,Employed,2025-01-01,CRM,INITIAL_LOAD
CUST-101114,Carl,Holland,1978-06-05,7126,carl.holland282@yahoo.com,674-130-7538,Kelseyside,MD,19964,Mass,Employed,2025-01-01,CRM,INITIAL_LOAD
CUST-101115,Alexander,Keller,1960-05-04,0939,alexander.keller77@yahoo.com,260-846-3975,Brownview,WY,62910,Affluent,Employed,2025-01-01,CRM,INITIAL_LOAD
CUST-101116,Brandon,Flores,1980-07-30,6655,brandon.flores373@gmail.com,151-641-1955,Nelsonshire,TN,12471,Affluent,Self-Employed,2025-01-01,CRM,INITIAL_LOAD
CUST-101117,Barbara,Bennett,2004-09-17,8406,barbara.bennett821@hotmail.com,578-752-0702,West Garyburgh,TN,02455,Mass,Employed,2025-01-01,CRM,INITIAL_LOAD
CUST-101118,Charles,Camacho,1976-05-15,2621,charles.camacho976@gmail.com,124-139-3696,Patelmouth,MO,05263,Affluent,Employed,2025-01-01,CRM,INITIAL_LOAD
CUST-101119,Ashley,Mills,1960-02-06,0510,ashley.mills147@gmail.com,677-319-2276,South Susanshire,NC,70593,Mass,Employed,2025-01-01,CRM,INITIAL_LOAD
CUST-101120,Christy,Wong,1971-12-23,9954,christy.wong695@gmail.com,394-319-1654,North Stephanie,TX,95538,Affluent,Employed,2025-01-01,CRM,INITIAL_LOAD
CUST-101121,Kristen,Walsh,1958-02-18,7179,kristen.walsh36@gmail.com,202-191-5057,Nelsonport,OK,84398,Mass,Unemployed,2025-01-01,CRM,INITIAL_LOAD
CUST-101122,Stephen,Dorsey,1975-06-07,2068,stephen.dorsey69@hotmail.com,002-687-6448,Crawfordport,OK,59198,Affluent,Employed,2025-01-01,CRM,INITIAL_LOAD
CUST-101123,Brittany,Mclean,1998-11-30,3866,brittany.mclean798@gmail.com,636-560-4500,Sanchezmouth,UT,29414,Mass,Self-Employed,2025-01-01,CRM,INITIAL_LOAD
CUST-101124,Thomas,Johnson,1990-06-19,6001,thomas.johnson371@yahoo.com,969-277-1195,New Heather,IN,42587,Mass,Employed,2025-01-01,CRM,INITIAL_LOAD
CUST-101125,Jamie,Neal,1982-01-08,6272,jamie.neal973@hotmail.com,025-512-8276,South Kevin,CO,41659,Mass,Retired,2025-01-01,CRM,INITIAL_LOAD
CUST-101126,Christina,Hendricks,1983-08-07,9293,christina.hendricks34@hotmail.com,959-654-6634,Karenport,WA,29521,Mass,Self-Employed,2025-01-01,CRM,INITIAL_LOAD
CUST-101127,Kyle,Scott,1951-10-30,9913,kyle.scott158@yahoo.com,916-999-3934,Bethport,IN,75856,Affluent,Employed,2025-01-01,CRM,INITIAL_LOAD
CUST-101128,Nicole,Wiley,1962-11-23,7371,nicole.wiley972@hotmail.com,822-309-5862,Cummingsborough,OK,88189,Mass,Employed,2025-01-01,CRM,INITIAL_LOAD
CUST-101129,Lisa,Day,1998-10-09,6077,lisa.day381@hotmail.com,413-210-9720,North Michelle,WV,06183,Mass,Employed,2025-01-01,CRM,INITIAL_LOAD
CUST-101130,Timothy,Turner,1996-12-27,7273,timothy.turner782@yahoo.com,346-557-9220,North Brad,KY,74777,Affluent,Employed,2025-01-01,CRM,INITIAL_LOAD
CUST-101131,Ryan,Torres,2001-06-21,1259,ryan.torres588@gmail.com,939-002-5121,Lake Michelle,MA,52075,Affluent,Employed,2025-01-01,CRM,INITIAL_LOAD
CUST-101132,Michelle,Rice,1982-02-06,2255,michelle.rice543@gmail.com,595-708-6199,North Jose,MN,72924,Mass,Employed,2025-01-01,CRM,INITIAL_LOAD
CUST-101133,Kenneth,Green,1966-07-29,6012,kenneth.green408@yahoo.com,311-388-5034,East Maria,GA,88417,Mass,Employed,2025-01-01,CRM,INITIAL_LOAD
CUST-101134,Joyce,Johnson,1962-01-06,5150,joyce.johnson666@yahoo.com,742-463-1043,Kleinchester,NY,97684,Mass,Employed,2025-01-01,CRM,INITIAL_LOAD
CUST-101135,Heather,Owen,1970-07-30,4566,heather.owen256@hotmail.com,008-529-4690,Port Desiree,SD,87357,Mass,Employed,2025-01-01,CRM,INITIAL_LOAD
CUST-101136,Teresa,Kim,1964-03-08,1858,teresa.kim27@yahoo.com,430-435-0238,Staceyburgh,GA,73781,Mass,Employed,2025-01-01,CRM,INITIAL_LOAD
CUST-101137,Chelsea,Ramirez,1970-04-07,3048,chelsea.ramirez512@gmail.com,752-332-8293,East Allenmouth,MO,75686,Affluent,Employed,2025-01-01,CRM,INITIAL_LOAD
CUST-101138,Victoria,Lewis,1998-07-05,8482,victoria.lewis397@gmail.com,033-467-7116,Diaztown,NV,56451,Affluent,Employed,2025-01-01,CRM,INITIAL_LOAD
CUST-101139,Douglas,Mendoza,1982-12-22,9202,douglas.mendoza121@yahoo.com,302-453-0123,Lisaburgh,IA,04307,Mass,Employed,2025-01-01,CRM,INITIAL_LOAD
CUST-101140,Jay,Moran,2002-09-27,4288,jay.moran794@gmail.com,028-471-9017,East Dorothy,DC,38862,Mass,Employed,2025-01-01,CRM,INITIAL_LOAD
CUST-101141,Brett,Brooks,1973-01-28,4264,brett.brooks721@hotmail.com,648-717-7546,New Kristinburgh,KS,07060,Mass,Employed,2025-01-01,CRM,INITIAL_LOAD
CUST-101142,Paul,Bowman,1960-10-13,7311,paul.bowman220@yahoo.com,272-581-2259,Port Stephaniemouth,MS,52169,Mass,Employed,2025-01-01,CRM,INITIAL_LOAD
CUST-101143,Katherine,Campbell,1962-05-15,4678,katherine.campbell711@hotmail.com,237-337-9121,North Christopher,AR,16128,Private Bank,Employed,2025-01-01,CRM,INITIAL_LOAD
CUST-101144,Alyssa,Church,1950-01-10,8047,alyssa.church205@hotmail.com,586-901-7074,Port Crystalbury,PA,20299,Mass,Employed,2025-01-01,CRM,INITIAL_LOAD
CUST-101145,Michael,Matthews,1983-07-10,2009,michael.matthews139@yahoo.com,529-517-1222,Doughertyview,IA,29377,Mass,Employed,2025-01-01,CRM,INITIAL_LOAD
CUST-101146,Angela,White,1948-11-02,1213,angela.white463@yahoo.com,221-626-5496,East Jody,AL,91249,Mass,Employed,2025-01-01,CRM,INITIAL_LOAD
CUST-101147,Amber,Gonzalez,2004-03-18,2828,amber.gonzalez921@yahoo.com,470-488-7899,Alexandermouth,AK,22286,Mass,Employed,2025-01-01,CRM,INITIAL_LOAD
CUST-101148,Alex,Brooks,1987-03-20,7292,alex.brooks90@hotmail.com,519-537-7492,Simmonsborough,GA,78847,Mass,Employed,2025-01-01,CRM,INITIAL_LOAD
CUST-101149,Joyce,Gutierrez,1963-02-20,5236,joyce.gutierrez684@yahoo.com,775-225-9206,South Michaelland,FL,79745,Mass,Employed,2025-01-01,CRM,INITIAL_LOAD
CUST-101150,Dennis,Valdez,1980-10-23,5692,dennis.valdez727@gmail.com,294-115-6302,Leslieshire,MO,30987,Affluent,Employed,2025-01-01,CRM,INITIAL_LOAD
CUST-101151,Ryan,Ford,1989-05-14,1063,ryan.ford564@gmail.com,629-420-6615,Cindytown,SD,88164,Mass,Employed,2025-01-01,CRM,INITIAL_LOAD
CUST-101152,Andrea,Davis,1959-06-21,8882,andrea.davis298@gmail.com,380-049-8321,East Melissaville,MP,23162,Affluent,Employed,2025-01-01,CRM,INITIAL_LOAD
CUST-101153,Kimberly,Watson,1964-10-07,4914,kimberly.watson872@hotmail.com,158-268-6876,Patriciaville,WV,76896,Mass,Employed,2025-01-01,CRM,INITIAL_LOAD
CUST-101154,Daniel,Murphy,1979-11-10,2580,daniel.murphy729@gmail.com,644-200-6298,Ramoshaven,NJ,32554,Mass,Employed,2025-01-01,CRM,INITIAL_LOAD
CUST-101155,Marie,Meyer,1992-08-07,2852,marie.meyer813@yahoo.com,646-419-6234,North Cheryl,VT,57663,Mass,Retired,2025-01-01,CRM,INITIAL_LOAD
CUST-101156,Lindsey,White,1958-10-22,5922,lindsey.white521@gmail.com,410-429-4831,Jessicahaven,PW,74996,Mass,Employed,2025-01-01,CRM,INITIAL_LOAD
CUST-101157,Kendra,Graves,1954-01-31,3673,kendra.graves125@yahoo.com,972-699-9949,Lake Eugeneborough,DE,96885,Private Bank,Employed,2025-01-01,CRM,INITIAL_LOAD
CUST-101158,Andrea,Brown,1998-05-10,3292,andrea.brown812@yahoo.com,602-000-5328,Jamesfurt,ID,13131,Mass,Employed,2025-01-01,CRM,INITIAL_LOAD
CUST-101159,Adam,Welch,1966-07-16,2275,adam.welch243@gmail.com,438-380-5826,Lake Kimberly,WI,80646,Mass,Employed,2025-01-01,CRM,INITIAL_LOAD
CUST-101160,Bryan,Hayes,1978-07-26,8094,bryan.hayes27@yahoo.com,276-332-8389,Nunezborough,IL,63894,Affluent,Employed,2025-01-01,CRM,INITIAL_LOAD
CUST-101161,Rick,Burgess,1976-12-03,5912,rick.burgess568@hotmail.com,186-267-1368,Tammyville,AL,10250,Mass,Employed,2025-01-01,CRM,INITIAL_LOAD
CUST-101162,James,Beck,1993-06-24,9376,james.beck378@gmail.com,392-188-3527,New Thomastown,MO,63714,Affluent,Retired,2025-01-01,CRM,INITIAL_LOAD
CUST-101163,Trevor,Davis,1950-02-11,7657,trevor.davis823@hotmail.com,592-088-1431,South Catherine,MT,15807,Affluent,Employed,2025-01-01,CRM,INITIAL_LOAD
CUST-101164,Steven,Gordon,1954-01-05,9038,steven.gordon133@hotmail.com,698-384-5720,Lake Peter,MN,91718,Mass,Employed,2025-01-01,CRM,INITIAL_LOAD
CUST-101165,Stephanie,Ross,1969-11-23,1412,stephanie.ross68@gmail.com,959-125-7349,West Mark,PA,36261,Mass,Employed,2025-01-01,CRM,INITIAL_LOAD
CUST-101166,Emily,Fuller,1948-02-13,5067,emily.fuller408@yahoo.com,429-907-4729,Hendersonport,CA,57893,Mass,Employed,2025-01-01,CRM,INITIAL_LOAD
CUST-101167,Audrey,Sanders,1948-11-05,7842,audrey.sanders539@gmail.com,897-474-8599,Richardland,NY,25868,Mass,Employed,2025-01-01,CRM,INITIAL_LOAD
CUST-101168,Leah,Pham,1996-09-20,6730,leah.pham788@gmail.com,673-478-5369,South Kellyshire,ND,04165,Mass,Employed,2025-01-01,CRM,INITIAL_LOAD
CUST-101169,Joseph,Stewart,1993-07-20,6708,joseph.stewart844@gmail.com,860-521-0262,Williamsfurt,LA,72967,Mass,Employed,2025-01-01,CRM,INITIAL_LOAD
CUST-101170,Carolyn,Brown,1996-04-22,9419,carolyn.brown76@gmail.com,484-581-3088,Port Elizabeth,AZ,43739,Affluent,Employed,2025-01-01,CRM,INITIAL_LOAD
CUST-101171,Timothy,Estrada,1978-12-19,2053,timothy.estrada996@gmail.com,997-418-5630,South Kristina,PW,02168,Mass,Employed,2025-01-01,CRM,INITIAL_LOAD
CUST-101172,Brandon,Lewis,1987-01-06,5194,brandon.lewis658@hotmail.com,661-995-3056,Coltonview,WI,74600,Affluent,Employed,2025-01-01,CRM,INITIAL_LOAD
CUST-101173,James,Gonzales,1978-12-29,1215,james.gonzales461@yahoo.com,679-087-0187,South Natalie,AS,05077,Mass,Employed,2025-01-01,CRM,INITIAL_LOAD
CUST-101174,Anthony,Welch,1959-06-06,7632,anthony.welch697@yahoo.com,103-444-4299,South Timothymouth,NE,73721,Mass,Employed,2025-01-01,CRM,INITIAL_LOAD
CUST-101175,Rachel,Morales,2000-10-03,8476,rachel.morales353@gmail.com,406-221-5599,Brennanberg,MD,56268,Mass,Retired,2025-01-01,CRM,INITIAL_LOAD
CUST-101176,Kayla,Lopez,1997-03-11,2102,kayla.lopez900@gmail.com,905-334-7047,Timothyfurt,ME,71435,Mass,Retired,2025-01-01,CRM,INITIAL_LOAD
CUST-101177,Keith,Floyd,1969-03-11,9032,keith.floyd656@gmail.com,965-213-8350,Rivasberg,LA,44150,Affluent,Employed,2025-01-01,CRM,INITIAL_LOAD
CUST-101178,Jessica,Robinson,1957-03-27,9630,jessica.robinson187@hotmail.com,003-622-1173,Lake Tara,NM,21086,Affluent,Employed,2025-01-01,CRM,INITIAL_LOAD
CUST-101179,Ronald,Nelson,1984-11-11,2114,ronald.nelson444@hotmail.com,395-855-8522,Georgestad,DC,93929,Mass,Employed,2025-01-01,CRM,INITIAL_LOAD
CUST-101180,Michele,Garcia,1954-04-21,8238,michele.garcia933@hotmail.com,575-917-1050,West Kyleland,KS,59252,Mass,Employed,2025-01-01,CRM,INITIAL_LOAD
CUST-101181,Shawn,Adams,1960-12-14,0907,shawn.adams852@yahoo.com,352-478-4171,Beverlyshire,NH,26641,Mass,Employed,2025-01-01,CRM,INITIAL_LOAD
CUST-101182,Jordan,Boone,1982-07-28,2034,jordan.boone531@gmail.com,537-880-3318,South Christopher,WY,09498,Mass,Employed,2025-01-01,CRM,INITIAL_LOAD
CUST-101183,Haley,Allen,1984-12-18,2507,haley.allen312@hotmail.com,260-878-8281,Laurafort,ND,62788,Mass,Employed,2025-01-01,CRM,INITIAL_LOAD
CUST-101184,James,Mitchell,1979-10-11,2697,james.mitchell166@gmail.com,515-217-4653,Jessicafort,AS,67591,Mass,Self-Employed,2025-01-01,CRM,INITIAL_LOAD
CUST-101185,Brendan,Hunt,1997-09-04,5286,brendan.hunt958@yahoo.com,673-446-7177,Mahoneyshire,AS,52600,Mass,Self-Employed,2025-01-01,CRM,INITIAL_LOAD
CUST-101186,Brianna,Brown,1965-08-06,3694,brianna.brown355@gmail.com,629-994-6645,New Brianashire,WY,04301,Mass,Employed,2025-01-01,CRM,INITIAL_LOAD
CUST-101187,Hannah,Rodriguez,1978-06-20,8501,hannah.rodriguez917@hotmail.com,573-908-3521,New Brookehaven,LA,38182,Mass,Employed,2025-01-01,CRM,INITIAL_LOAD
CUST-101188,George,Phillips,1963-08-28,4653,george.phillips867@hotmail.com,849-979-5728,Madisonfort,MA,83746,Mass,Self-Employed,2025-01-01,CRM,INITIAL_LOAD
CUST-101189,Jennifer,Bailey,1977-10-01,1292,jennifer.bailey257@hotmail.com,190-221-7978,Port Devinhaven,ND,25081,Mass,Self-Employed,2025-01-01,CRM,INITIAL_LOAD
CUST-101190,Danielle,Solomon,1973-10-20,3216,danielle.solomon651@gmail.com,705-984-4514,South Tyler,VI,21456,Affluent,Self-Employed,2025-01-01,CRM,INITIAL_LOAD
CUST-101191,Alexandra,Myers,1977-12-13,9024,alexandra.myers282@gmail.com,230-388-5681,New Johnfort,MP,71118,Affluent,Employed,2025-01-01,CRM,INITIAL_LOAD
CUST-101192,Christopher,Landry,1967-02-12,2050,christopher.landry641@gmail.com,099-217-7905,Dylanchester,NE,77204,Mass,Employed,2025-01-01,CRM,INITIAL_LOAD
CUST-101193,Jared,Morrow,1969-04-08,4961,jared.morrow630@hotmail.com,588-070-5326,Lake Julieville,OK,32106,Mass,Employed,2025-01-01,CRM,INITIAL_LOAD
CUST-101194,Kristin,Miller,1962-01-06,8740,kristin.miller96@hotmail.com,297-425-5136,New Brianhaven,MD,70626,Mass,Employed,2025-01-01,CRM,INITIAL_LOAD
